UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,VIDEODISC,2016,12,10,"The lord of the rings [videorecording] : the two towers / New Line Cinema presents a Wingnut Films production ; producers, Barrie M. Osborne, Fran Walsh, Peter Jackson ; screenplay writers, Fran Walsh ... [and others] ; director, Peter Jackson.",,,"Baggins Frodo Fictitious character Drama, Middle Earth Imaginary place Drama, Feature films, Video recordings for the hearing impaired","New Line Home Entertainment,",[2003]
Physical,Horizon,VIDEODISC,2016,12,19,The lord of the rings [videorecording] / United Artists ; Fantasy Films ; screenplay by Chris Conkling and Peter S. Beagle ; produced by Saul Zaentz ; directed by Ralph Bakshi.,,,"Baggins Frodo Fictitious character Juvenile fiction, Middle Earth Imaginary place Juvenile fiction, Animated films, Feature films, Video recordings for the hearing impaired","Warner Home Video,",2010.
Digital,OverDrive,EBOOK,2016,12,4,"The Fellowship of the Ring: Lord of the Rings Series, Book 1",,J. R. R. Tolkien,"Fantasy, Fiction",HarperCollins Publishers Inc.,2009
Digital,Hoopla,MUSIC,2016,12,1,The Lord Of The Rings: The Fellowship Of The Ring (Original Motion Picture Soundtrack),,,Soundtrack,Reprise,
Digital,Hoopla,MOVIE,2016,12,1,"J.R.R. Tolkien and the Birth Of ""The Lord of the Rings"" And ""The Hobbit""",,,"Authors & Poets, Biography",Cobra Entertainment LLC.,
Physical,Horizon,SOUNDDISC,2016,12,4,"The lord of the rings, the return of the king [sound recording] : original motion picture soundtrack / music composed, orchestrated and conducted by Howard Shore.",,"Shore, Howard",Motion picture music,"Reprise/WMG Soundtracks,",p2003.
Physical,Horizon,SOUNDDISC,2016,12,2,The lord of the rings symphony [sound recording] : six movements for orchestra & chorus / composed by Howard Shore.,,"Shore, Howard","Symphonies, Motion picture music Excerpts Arranged","Howe Records,",p2011.
Physical,Horizon,VIDEODISC,2016,12,13,"Lord of the rings. The fellowship of the ring [videorecording] / New Line Cinema presents a WingNut Films production ; producers, Barrie M. Osborne ... [and others] ; screenplay by Fran Walsh & Philippa Boyens & Peter Jackson ; directed by Peter Jackson.",,,"Baggins Frodo Fictitious character Drama, Middle Earth Imaginary place Drama, Feature films, Video recordings for the hearing impaired","New Line Home Entertainment,",[2002]
Physical,Horizon,BOOK,2016,12,4,The lord of the rings / J.R.R. Tolkien.,,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973","Baggins Frodo Fictitious character Fiction, Middle Earth Imaginary place Fiction, Fantasy fiction","Houghton Mifflin,",[2004]
Digital,OverDrive,AUDIOBOOK,2016,12,7,"The Return of the King: The Lord of the Rings Series, Book 3 (unabridged selections) (Unabridged Selections)",,J. R. R. Tolkien,"Fantasy, Fiction",HighBridge Company,2007
Physical,Horizon,BOOK,2016,12,1,The art of The Lord of the Rings by J.R.R. Tolkien / Wayne G. Hammond & Christina Scull.,,"Hammond, Wayne G.","Tolkien J R R John Ronald Reuel 1892 1973 Lord of the rings Illustrations, Middle Earth Imaginary place in art, Fantasy fiction English Illustrations","Houghton Mifflin Harcourt,",2015.
Physical,Horizon,BOOK,2016,12,1,The Lord of the Rings : the art of The return of the king / Gary Russell.,,"Russell, Gary","Lord of the rings the return of the king Motion picture, Tolkein J R R John Ronald Rueul 1892 1973 Return of the king, Motion pictures Setting and scenery Pictorial works, Characters and characteristics in motion picutres Pictorial works, Middle Earth Imaginary place Pictorial works","Houghton Mifflin,",c2004.
Digital,OverDrive,EBOOK,2016,12,2,"The Return of the King: Lord of the Rings Series, Book 3",,J. R. R. Tolkien,"Fantasy, Fiction",HarperCollins Publishers Inc.,2009
Digital,OverDrive,AUDIOBOOK,2016,12,1,Tolkien's Ordinary Virtues: Exploring the Spiritual Themes of The Lord of the Rings (unabridged) (Unabridged),,Mark Eddy Smith,"Nonfiction, Religion & Spirituality","Blackstone Audio, Inc.",2008
Physical,Horizon,SOUNDDISC,2016,12,3,"The lord of the rings, the fellowship of the ring [sound recording] : original motion picture soundtrack / music composed, orchestrated and conducted by Howard Shore.",,"Shore, Howard","Motion picture music, Orchestral music","Reprise,",p2001.
Digital,Freegal,SONG,2016,12,1,Lord of the Rings,,The Piano Guys,,,
Digital,OverDrive,EBOOK,2016,12,3,The Lord of the Rings,,J. R. R. Tolkien,"Fantasy, Fiction",HarperCollins Publishers Inc.,2009
Physical,Horizon,BOOK,2016,12,1,The treason of Isengard / [edited by] Christopher Tolkien.,,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973","Tolkien J R R John Ronald Reuel 1892 1973 Lord of the rings Criticism Textual, Fantasy fiction English Criticism Textual, Middle Earth Imaginary place, Fantasy fiction English","Houghton Mifflin Co.,",1989.
Digital,OverDrive,AUDIOBOOK,2016,12,10,"The Fellowship of the Ring: The Lord of the Rings Series, Book 1 (unabridged) (Unabridged)",,J. R. R. Tolkien,"Drama, Fantasy, Fiction",Random House Group Limited,2009
Physical,Horizon,SOUNDDISC,2016,12,4,"The lord of the rings, the two towers [sound recording] : original motion picture soundtrack / music composed, orchestrated, and conducted by Howard Shore.",,"Shore, Howard",Motion picture music,"Reprise/WMG Soundtracks,",p2002.
Digital,OverDrive,AUDIOBOOK,2016,12,7,"The Fellowship of the Ring: The Lord of the Rings Series, Book 1 (unabridged selections) (Unabridged Selections)",,J. R. R. Tolkien,"Fantasy, Fiction",HighBridge Company,2007
Physical,Horizon,BOOK,2016,12,1,The return of the shadow / J.R.R. Tolkien ; [edited by] Christopher Tolkien.,,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973","Tolkien J R R John Ronald Reuel 1892 1973 Lord of the rings Criticism Textual, Fantasy fiction English History and criticism, Middle Earth Imaginary place","Houghton Mifflin,",1988.
Physical,Horizon,BOOK,2016,12,2,The return of the king : being the third part of The lord of the rings / by J.R.R. Tolkien.,,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973","Baggins Frodo Fictitious character Fiction, Middle Earth Imaginary place Fiction, Fantasy fiction","Houghton Mifflin,",1994.
Digital,OverDrive,EBOOK,2016,12,3,"The Two Towers: Lord of the Rings Series, Book 2",,J. R. R. Tolkien,"Fantasy, Fiction",HarperCollins Publishers Inc.,2009
Physical,Horizon,VIDEODISC,2016,12,2,"The lord of the rings [videorecording] : the fellowship of the ring : National Geographic beyond the movie / produced by Arden Entertainment [for National Geographic Television] ; writer, producer, Kathleen Phelan.",,,"Tolkien J R R John Ronald Reuel 1892 1973 Fellowship of the ring, Lord of the rings the fellowship of the ring Motion picture, Middle Earth Imaginary place, Video recordings for the hearing impaired","Warner Brothers Home Video,",c2002.
Physical,Horizon,MUSIC,2016,12,1,The lord of the rings : the motion picture trilogy : piano/vocal / music by Howard Shore.,,"Shore, Howard","Motion picture music Excerpts Arranged, Piano music Arranged, Tolkien J R R John Ronald Reuel 1892 1973 Musical settings, Songs with piano, Songs English","Alfred Music,",[2009]
Digital,Hoopla,MUSIC,2016,12,2,The Lord Of The Rings: The Two Towers (Original Motion Picture Soundtrack),,,Soundtrack,Reprise,
Digital,Hoopla,MUSIC,2016,12,1,"de Meij: Symphony No. 1 ""The Lord of the Rings"" - Mahler: Symphony No. 5",,,Classical,Countdown Media GmbH,
Digital,OverDrive,EBOOK,2016,12,9,"The Fellowship of the Ring: The Lord of the Rings Series, Book 1",,J.R.R. Tolkien,"Fantasy, Fiction",Houghton Mifflin Harcourt Trade and Reference,2015
Physical,Horizon,VIDEODISC,2016,12,4,"The lord of the rings [videorecording] : The return of the king / National Geographic Television ; producer, Helen Fitzwilliam ; written by Helen Fitzwilliam, John Bredar, Rachel Allen.",,,"Tolkien J R R John Ronald Reuel 1892 1973 Return of the king, Lord of the rings the return of the king Motion picture, Middle Earth Imaginary place, Documentary television programs, Video recordings for the hearing impaired","Warner Brothers Home Video,",c2003.
Physical,Horizon,BOOK,2017,1,9,The lord of the rings / J.R.R. Tolkien.,,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973","Baggins Frodo Fictitious character Fiction, Middle Earth Imaginary place Fiction, Fantasy fiction","Houghton Mifflin,",[2004]
Digital,Hoopla,MUSIC,2017,1,1,The Hobbit & Lord Of The Rings Film Music Collection,,,Soundtrack,Silva Screen Records,
Digital,OverDrive,EBOOK,2017,1,1,"The Return of the King: Lord of the Rings Series, Book 3",,J. R. R. Tolkien,"Fantasy, Fiction",HarperCollins Publishers Inc.,2009
